"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
5317,27.8,27.8,72.2,"Maggia (TI)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Maggia. Les citoyens de la commune ont refusé le texte à 72,2 pour cent. Maggia a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/CHE_Maggia_COA.svg/500px-CHE_Maggia_COA.svg.png"
5323,12.5,12.5,87.5,"Lavizzara (TI)","La population de Lavizzara rejette à 87,5 pour cent des voix l'initiative ""pour une alimentation sûre"". Lavizzara a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Lavizzara-coat_of_arms.svg/500px-Lavizzara-coat_of_arms.svg.png"
5324,66.7,66.7,33.3,"Avegno Gordevio (TI)","Avegno Gordevio dit oui à 66,7 pour cent à l'initiative ""pour une alimentation sûre"". Avegno Gordevio a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Avegno_Gordevio_COA.svg/500px-CHE_Avegno_Gordevio_COA.svg.png"
5395,47.1,47.1,52.9,"Lema (TI)","A Lema, les citoyens rejettent à 52,9 pour cent l'initiative ""pour une alimentation sûre"". Lema a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Lema_COA.svg/500px-CHE_Lema_COA.svg.png"
5396,26.8,26.8,73.2,"Terre di Pedemonte (TI)","Les habitants de Terre di Pedemonte s'opposent à l'initiative ""pour une alimentation sûre"" par 73,2 pour cent des voix. Terre di Pedemonte a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Terre_di_Pedemonte_COA.svg/250px-CHE_Terre_di_Pedemonte_COA.svg.png"
5397,42.7,42.7,57.3,"Centovalli (TI)","La population de Centovalli rejette à 57,3 pour cent des voix l'initiative ""pour une alimentation sûre"". Centovalli a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Centovalli_TI_COA.png/500px-CHE_Centovalli_TI_COA.png"
5398,65.6,65.6,34.4,"Gambarogno (TI)","Gambarogno dit oui à 65,6 pour cent à l'initiative ""pour une alimentation sûre"". Gambarogno a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Gambarogno_TI_COA.svg/500px-CHE_Gambarogno_TI_COA.svg.png"
5399,75.2,75.2,24.8,"Verzasca (TI)","Les habitants de Verzasca acceptent à 75,2 pour cent l'initiative ""pour une alimentation sûre"". Verzasca a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Verzasca_TI_COA.svg/500px-CHE_Verzasca_TI_COA.svg.png"
5401,82.8,82.8,17.2,"Aigle (VD)","L'initiative ""pour une alimentation sûre"" est approuvée à Aigle par 82,8 pour cent des votants. Aigle a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Aigle_COA.svg/500px-CHE_Aigle_COA.svg.png"
5402,96,96,4,"Bex (VD)","La population de Bex approuve à 96 pour cent l'initiative ""pour une alimentation sûre"". Bex a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Bex_COA.svg/500px-CHE_Bex_COA.svg.png"
5403,39.1,39.1,60.9,"Chessel (VD)","Les habitants de Chessel s'opposent à l'initiative ""pour une alimentation sûre"" par 60,9 pour cent des voix. Chessel a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Chessel_COA.svg/500px-CHE_Chessel_COA.svg.png"
5404,88.8,88.8,11.2,"Corbeyrier (VD)","Les habitants de Corbeyrier soutiennent à 88,8 pour cent l'initiative ""pour une alimentation sûre"". Corbeyrier a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Corbeyrier_COA.svg/500px-CHE_Corbeyrier_COA.svg.png"
5405,22,22,78,"Gryon (VD)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Gryon. Ils ont refusé le texte à 78 pour cent. Gryon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/CHE_Gryon_COA.svg/500px-CHE_Gryon_COA.svg.png"
5406,44.1,44.1,55.9,"Lavey-Morcles (VD)","A Lavey-Morcles, les citoyens rejettent à 55,9 pour cent l'initiative ""pour une alimentation sûre"". Lavey-Morcles a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/CHE_Lavey-Morcles_COA.svg/500px-CHE_Lavey-Morcles_COA.svg.png"
5407,82.4,82.4,17.6,"Leysin (VD)","Les habitants de Leysin soutiennent à 82,4 pour cent l'initiative ""pour une alimentation sûre"". Leysin a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/CHE_Leysin_COA.svg/500px-CHE_Leysin_COA.svg.png"
5408,64.3,64.3,35.7,"Noville (VD)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 64,3 pour cent de oui à Noville. Noville a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Noville_COA.svg/500px-CHE_Noville_COA.svg.png"
5409,37.9,37.9,62.1,"Ollon (VD)","C'est non à l'initiative ""pour une alimentation sûre"" à Ollon. Les habitants ont refusé le texte à 62,1 pour cent. Ollon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Ollon_VD_COA.svg/500px-CHE_Ollon_VD_COA.svg.png"
5410,40.9,40.9,59.1,"Ormont-Dessous (VD)","L'initiative ""pour une alimentation sûre"" est refusée à 59,1 pour cent à Ormont-Dessous. Ormont-Dessous a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Ormont-Dessous_COA.svg/500px-CHE_Ormont-Dessous_COA.svg.png"
5411,63.5,63.5,36.5,"Ormont-Dessus (VD)","Les habitants d'Ormont-Dessus soutiennent à 63,5 pour cent l'initiative ""pour une alimentation sûre"". Ormont-Dessus a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/CHE_Ormont-Dessus_COA.svg/500px-CHE_Ormont-Dessus_COA.svg.png"
5412,57.5,57.5,42.5,"Rennaz (VD)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 57,5 pour cent de oui à Rennaz. Rennaz a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Rennaz_COA.svg/500px-CHE_Rennaz_COA.svg.png"
5413,55.4,55.4,44.6,"Roche (VD)","A Roche (VD), les habitants disent oui à 55,4 pour cent à l'initiative ""pour une alimentation sûre"". Roche (VD) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Roche_COA.svg/500px-CHE_Roche_COA.svg.png"
5414,38.6,38.6,61.4,"Villeneuve (VD)","A Villeneuve (VD), les citoyens rejettent à 61,4 pour cent l'initiative ""pour une alimentation sûre"". Villeneuve (VD) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Villeneuve_COA.svg/500px-CHE_Villeneuve_COA.svg.png"
5415,33,33,67,"Yvorne (VD)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens d'Yvorne. Ils ont refusé le texte à 67 pour cent. Yvorne a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Yvorne_COA.svg/500px-CHE_Yvorne_COA.svg.png"
5422,73.7,73.7,26.3,"Aubonne (VD)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 73,7 pour cent de oui à Aubonne. Aubonne a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/CHE_Aubonne_COA.svg/500px-CHE_Aubonne_COA.svg.png"
5423,43.9,43.9,56.1,"Ballens (VD)","A Ballens, les citoyens rejettent à 56,1 pour cent l'initiative ""pour une alimentation sûre"". Ballens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Ballens_COA.svg/500px-CHE_Ballens_COA.svg.png"
5424,70.8,70.8,29.2,"Berolle (VD)","La population de Berolle approuve à 70,8 pour cent l'initiative ""pour une alimentation sûre"". Berolle a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/CHE_Berolle_COA.svg/500px-CHE_Berolle_COA.svg.png"
5425,36.5,36.5,63.5,"Bière (VD)","Les habitants de Bière s'opposent à l'initiative ""pour une alimentation sûre"" par 63,5 pour cent des voix. Bière a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/CHE_Bi%C3%A8re_COA.svg/500px-CHE_Bi%C3%A8re_COA.svg.png"
5426,32,32,68,"Bougy-Villars (VD)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Bougy-Villars. Les citoyens de la commune ont refusé le texte à 68 pour cent. Bougy-Villars a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/CHE_Bougy-Villars_COA.svg/500px-CHE_Bougy-Villars_COA.svg.png"
5427,14.6,14.6,85.4,"Féchy (VD)","A Féchy, les citoyens rejettent à 85,4 pour cent l'initiative ""pour une alimentation sûre"". Féchy a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_F%C3%A9chy_COA.svg/500px-CHE_F%C3%A9chy_COA.svg.png"
5428,25.2,25.2,74.8,"Gimel (VD)","La population de Gimel rejette à 74,8 pour cent des voix l'initiative ""pour une alimentation sûre"". Gimel a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Gimel_COA.svg/500px-CHE_Gimel_COA.svg.png"
5429,96.2,96.2,3.8,"Longirod (VD)","La population de Longirod approuve à 96,2 pour cent l'initiative ""pour une alimentation sûre"". Longirod a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/CHE_Longirod_COA.svg/500px-CHE_Longirod_COA.svg.png"
5430,38.1,38.1,61.9,"Marchissy (VD)","A Marchissy, les citoyens rejettent à 61,9 pour cent l'initiative ""pour une alimentation sûre"". Marchissy a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Marchissy_COA.svg/500px-CHE_Marchissy_COA.svg.png"
5431,16.6,16.6,83.4,"Mollens (VD)","C'est non à l'initiative ""pour une alimentation sûre"" à Mollens (VD). Les habitants ont refusé le texte à 83,4 pour cent. Mollens (VD) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Mollens_COA.svg/500px-CHE_Mollens_COA.svg.png"
5434,25.7,25.7,74.3,"Saint-George (VD)","C'est non à l'initiative ""pour une alimentation sûre"" à Saint-George. Les habitants ont refusé le texte à 74,3 pour cent. Saint-George a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Saint-George_COA.svg/500px-CHE_Saint-George_COA.svg.png"
5435,59.2,59.2,40.8,"Saint-Livres (VD)","L'initiative ""pour une alimentation sûre"" est approuvée à Saint-Livres par 59,2 pour cent des votants. Saint-Livres a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Saint-Livres_COA.svg/500px-CHE_Saint-Livres_COA.svg.png"
5436,38.6,38.6,61.4,"Saint-Oyens (VD)","Les habitants de Saint-Oyens s'opposent à l'initiative ""pour une alimentation sûre"" par 61,4 pour cent des voix. Saint-Oyens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_Saint-Oyens_COA.svg/500px-CHE_Saint-Oyens_COA.svg.png"
5437,27.9,27.9,72.1,"Saubraz (VD)","A Saubraz, les citoyens rejettent à 72,1 pour cent l'initiative ""pour une alimentation sûre"". Saubraz a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Saubraz_COA.svg/500px-CHE_Saubraz_COA.svg.png"
5451,81.8,81.8,18.2,"Avenches (VD)","Les habitants d'Avenches soutiennent à 81,8 pour cent l'initiative ""pour une alimentation sûre"". Avenches a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Avenches_COA.svg/500px-CHE_Avenches_COA.svg.png"
5456,79.5,79.5,20.5,"Cudrefin (VD)","A Cudrefin, les habitants disent oui à 79,5 pour cent à l'initiative ""pour une alimentation sûre"". Cudrefin a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Cudrefin_COA.svg/500px-CHE_Cudrefin_COA.svg.png"
5458,48.6,48.6,51.4,"Faoug (VD)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Faoug. Ils ont refusé le texte à 51,4 pour cent. Faoug a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Faoug_COA.svg/500px-CHE_Faoug_COA.svg.png"
5464,59.7,59.7,40.3,"Vully-les-Lacs (VD)","A Vully-les-Lacs, les habitants disent oui à 59,7 pour cent à l'initiative ""pour une alimentation sûre"". Vully-les-Lacs a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Vully-les-Lacs_COA.svg/500px-CHE_Vully-les-Lacs_COA.svg.png"
5471,18.4,18.4,81.6,"Bettens (VD)","C'est non à l'initiative ""pour une alimentation sûre"" à Bettens. Les habitants ont refusé le texte à 81,6 pour cent. Bettens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Bettens_COA.svg/500px-CHE_Bettens_COA.svg.png"
5472,87.6,87.6,12.4,"Bournens (VD)","Bournens dit oui à 87,6 pour cent à l'initiative ""pour une alimentation sûre"". Bournens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Bournens_COA.svg/500px-CHE_Bournens_COA.svg.png"
5473,57.7,57.7,42.3,"Boussens (VD)","La population de Boussens approuve à 57,7 pour cent l'initiative ""pour une alimentation sûre"". Boussens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Boussens_COA.svg/500px-CHE_Boussens_COA.svg.png"
5474,53.6,53.6,46.4,"La Chaux (Cossonay) (VD)","L'initiative ""pour une alimentation sûre"" est approuvée à La Chaux (Cossonay) par 53,6 pour cent des votants. La Chaux (Cossonay) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_La_Chaux_%28Cossonay%29_COA.svg/500px-CHE_La_Chaux_%28Cossonay%29_COA.svg.png"
5475,61.6,61.6,38.4,"Chavannes-le-Veyron (VD)","La population de Chavannes-le-Veyron approuve à 61,6 pour cent l'initiative ""pour une alimentation sûre"". Chavannes-le-Veyron a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Chavannes-le-Veyron_COA.svg/500px-CHE_Chavannes-le-Veyron_COA.svg.png"
5476,58.8,58.8,41.2,"Chevilly (VD)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 58,8 pour cent de oui à Chevilly. Chevilly a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7b/CHE_Chevilly_COA.svg/500px-CHE_Chevilly_COA.svg.png"
5477,84.8,84.8,15.2,"Cossonay (VD)","La population de Cossonay approuve à 84,8 pour cent l'initiative ""pour une alimentation sûre"". Cossonay a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Cossonay_COA.svg/500px-CHE_Cossonay_COA.svg.png"
5479,2.2,2.2,97.8,"Cuarnens (VD)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Cuarnens. Ils ont refusé le texte à 97,8 pour cent. Cuarnens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Cuarnens_COA.svg/500px-CHE_Cuarnens_COA.svg.png"
5480,68.1,68.1,31.9,"Daillens (VD)","Daillens dit oui à 68,1 pour cent à l'initiative ""pour une alimentation sûre"". Daillens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Daillens_COA.svg/500px-CHE_Daillens_COA.svg.png"
5481,100,100,0,"Dizy (VD)","Pour la part de oui à l'initiative ""pour une alimentation sûre"", Dizy se classe au deuxième rang suisse avec 100 pour cent. L'initiative a récolté le plus grand pourcentage de oui du canton dans cette commune.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/CHE_Dizy_COA.svg/500px-CHE_Dizy_COA.svg.png"
5482,79.6,79.6,20.4,"Eclépens (VD)","La population d'Eclépens approuve à 79,6 pour cent l'initiative ""pour une alimentation sûre"". Eclépens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/CHE_Ecl%C3%A9pens_COA.svg/500px-CHE_Ecl%C3%A9pens_COA.svg.png"
5483,46.5,46.5,53.5,"Ferreyres (VD)","A Ferreyres, les citoyens rejettent à 53,5 pour cent l'initiative ""pour une alimentation sûre"". Ferreyres a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/CHE_Ferreyres_COA.svg/500px-CHE_Ferreyres_COA.svg.png"
5484,39.9,39.9,60.1,"Gollion (VD)","La population de Gollion rejette à 60,1 pour cent des voix l'initiative ""pour une alimentation sûre"". Gollion a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/CHE_Gollion_COA.svg/500px-CHE_Gollion_COA.svg.png"
5485,8,8,92,"Grancy (VD)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Grancy. Les citoyens de la commune ont refusé le texte à 92 pour cent. Grancy a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Grancy_COA.svg/500px-CHE_Grancy_COA.svg.png"
5486,79.3,79.3,20.7,"L'Isle (VD)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 79,3 pour cent de oui à L'Isle. L'Isle a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_L%27Isle_COA.svg/500px-CHE_L%27Isle_COA.svg.png"
5487,26,26,74,"Lussery-Villars (VD)","L'initiative ""pour une alimentation sûre"" est refusée à 74 pour cent à Lussery-Villars. Lussery-Villars a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/CHE_Lussery-Villars_COA.svg/500px-CHE_Lussery-Villars_COA.svg.png"
5488,44.5,44.5,55.5,"Mauraz (VD)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Mauraz. Les citoyens de la commune ont refusé le texte à 55,5 pour cent. Mauraz a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Mauraz_COA.svg/500px-CHE_Mauraz_COA.svg.png"
